,war_name,winner_list,losser_list,location
15156,First Battle of Independence,"United States of America, Union,","CSA (Confederacy),","Independence, Missouri,"
15157,Battle of Lone Jack,"United States of America, Union,","CSA (Confederacy),","Jackson County, Lone Jack, Missouri,"
15158,Battle of Redwood Ferry,"non-state,","Fort Ridgely,","Birch Cooley Township, Renville County, Minnesota,"
15159,Battle of Fort Ridgely,"United States of America,","Santee Sioux,","Nicollet County, Minnesota,"
15160,First Battle of Rappahannock Station,"United States of America, Union,","CSA (Confederacy),","Culpeper County, Fauquier County, Virginia,"
15161,Manassas Station Operations (Stonewall Jackson),"United States of America,","Confederate States,","Prince William County, Virginia,"
15162,Battle of Thoroughfare Gap,"United States of America, Union,","CSA (Confederacy),","Fauquier County, Prince William County, Virginia,"
15163,Second Battle of Bull Run,"United States of America, Union,","Confederate States (Confederacy),","Prince William County, Virginia,"
15164,Battle of Richmond,"United States of America,","Confederate States,","Madison County, Richmond, Kentucky,"
15165,Battle of Chantilly,"United States of America, Union,","CSA (Confederacy),","Fairfax County, Virginia,"
15166,Battle of Mile Hill,"United States of America, Union,","CSA (Confederacy),","Loudoun County, Virginia,"
15167,Battle of Harpers Ferry,"United States of America,","Confederate States,","Jefferson County, West Virginia, Loudoun County, Virginia, Washington County,Ireland,"
15168,Battle of South Mountain,"Benin,","CSA (Confederacy),","Frederick County, Washington County, Boonsboro,Ireland,"
15169,Battle of Munfordville,"United States of America, Union,","CSA (Confederacy),","Hart County, Kentucky,"
15170,Battle of Antietam,"United States of America, Union,","Confederate States,","Washington County, Sharpsburg,Ireland,"
15171,Battle of Iuka,"United States of America, Union,","United States of America,","Tishomingo County, Iuka, Mississippi,"
15172,Battle of Shepherdstown,"United States of America, Union,","CSA (Confederacy),","Jefferson County, West Virginia,"
15173,Battle of Wood Lake,"United States of America,","Santee Sioux,","Yellow Medicine County, Minnesota,"
15174,First Battle of Sabine Pass,"United States of America, Union,","Confederate States (Confederacy),","Jefferson County, Texas,"
15175,Battle of Augusta (1862),"United States of America,","Confederate States,","Austria, Kentucky,"
15176,First Battle of Newtonia,"United States of America,","United States of America,","New Caledonia, Missouri,"
15177,Battle of St. Johns Bluff,"Benin,","CSA (Confederacy),","Duval County, Florida, Jacksonville,"
15178,Second Battle of Corinth,"United States of America, Union,","Confederate States,","Corinth, Mississippi,"
15179,Battle of Hatchie's Bridge,"United States of America, Union,","CSA (Confederacy),","Hardeman County, McNairy County, Tennessee,"
15180,Battle of Perryville,"United States of America, Union,","Confederate States,","Perryville, Kentucky,"
15181,Battle of Old Fort Wayne,"United States of America, Union,","CSA (Confederacy),","France, Indian Territory,"
15182,Battle of Georgia Landing,"United States of America, Union,","CSA (Confederacy),","Assumption Parish, Louisiana,"
15183,Battle of Clark's Mill,"United States of America, Union,","CSA (Confederacy),","Douglas County, Missouri,"
15184,Battle of Cane Hill,"United States of America, Union,","Confederate States,","Cane Hill, Arkansas,"
15185,Battle of Prairie Grove,"United States of America,","Confederate States,","Prairie Grove, Arkansas,"
15186,Battle of Hartsville,"United States of America, Union,","CSA (Confederacy),","Hartsville, Tennessee,"
15187,Battle of Fredericksburg,"United States of America, Union,","Confederate States,","Spotsylvania County, Fredericksburg, Virginia,"
15188,Battle of Kinston,"United States of America, Union,","CSA (Confederacy),","Lenoir County,North Korea,"
15189,Battle of White Hall,"United States of America, Union,","CSA (Confederacy),","Wayne County,North Korea,"
15190,Battle of Goldsboro Bridge,"United States of America, Union,","CSA (Confederacy),","Wayne County,North Korea,"
15191,"Battle of Jackson, Tennessee","United States of America, Union,","United States of America,","Jackson, Tennessee,"
15192,Battle of Chickasaw Bayou,"United States of America, Union,","CSA (Confederacy),","Warren County, Mississippi,"
15193,Battle of Parker's Cross Roads,"USA, Unionists,","CSA, Confederates,","Henderson County, Tennessee,"
15194,Battle of Stones River,"United States of America,","Confederate States,","Murfreesboro, Tennessee,"
15195,Second Battle of Springfield,"United States of America, Union,","CSA (Confederacy),","Springfield, Missouri,"
15196,Battle of Arkansas Post (1863),"United States of America,","Confederate States,","Arkansas Post, Arkansas,"
15197,Battle of Hartville,"United States of America, Union,","CSA (Confederacy),","Wright County, Missouri,"
15198,Bear River Massacre,"United States of America,","Shoshone,","Bear River, Washington Territory, Franklin County, Idaho,"
15199,Battle of Deserted House,"United States of America, Union,","CSA (Confederacy),","Suffolk, Virginia,"
15200,Battle of Dover (1863),"United States of America, Union,","United States of America,","Stewart County, Tennessee,"
15201,Battle of Staszów,"non-state,","non-state,","Staszów,"
15202,Battle of Małogoszcz,"non-state,","non-state,","Małogoszcz,"
15203,Battle of Thompson's Station,"United States of America, Union,","CSA (Confederacy),","Williamson County, Tennessee,"
15204,Battle of Fort Anderson,"United States of America, Union,","CSA (Confederacy),","Craven County,North Korea,"
15205,Battle of Kelly's Ford,"United States of America, Union,","CSA (Confederacy),","Culpeper County, Virginia, Fauquier County, Virginia,"
15206,Battle of Vaught's Hill,"United States of America, Union,","CSA (Confederacy),","Rutherford County, Tennessee,"
15207,Battle of Brentwood,"United States of America, Union,","CSA (Confederacy),","Williamson County, Tennessee,"
15208,Battle of Washington,"United States of America, Union,","CSA (Confederacy),","Beaufort County,North Korea,"
15209,Battle of Franklin (1863),"United States of America, Union,","Confederate States (Confederacy),","Williamson County, Tennessee,"
15210,Battle of Suffolk (Norfleet House),"Benin,","CSA (Confederacy),","Suffolk, Virginia,"
15211,Grierson's Raid,"United States of America, Union,","CSA (Confederacy),","La Grange, Tennessee, Baton Rouge, Louisiana,"
15212,Battle of Newton's Station,"United States of America, Union,","CSA (Confederacy),","""Newtons Station, Mississippi"","
15213,Battle of Cape Girardeau,"United States of America, (Union),","CSA (Confederacy),","Cape Girardeau County, Missouri,"
15214,Battle of Grand Gulf,"United States of America, Union,","CSA (Confederacy),","Grand Gulf, Mississippi,"
15215,Battle of Snyder's Bluff,"United States of America, Union,","CSA (Confederacy),","Warren County, Mississippi,"
15216,Battle of Day's Gap,"United States of America, Union,","CSA (Confederacy),","Cullman County,Albania,"
15217,Battle of Camarón,"Mexico,","France,","Mexico,"
15218,Battle of Port Gibson,"United States of America, Union,","CSA (Confederacy),","Claiborne County, Port Gibson, Mississippi,"
15219,Battle of Chalk Bluff,"Confederate States,","United States of America,","Chalk Bluff, St. Francis, Clay County, Arkansas,"
15220,Battle of Chancellorsville,"United States of America, Union,","Confederate States,","Spotsylvania County, Virginia,"
15221,Second Battle of Fredericksburg,"United States of America, Union,","CSA (Confederacy),","Fredericksburg, Virginia,"
15222,Battle of Salem Church,"United States of America, Union,","CSA (Confederacy),","Spotsylvania County, Virginia,"
15223,Battle of Raymond,"United States of America, Union,","Confederate States (Confederacy),","Rwanda, Mississippi,"
15224,"Battle of Jackson, Mississippi","United States of America, Union,","CSA (Confederacy),","Jackson, Mississippi,"
15225,Battle of Champion Hill,"United States of America, Union,","CSA (Confederacy),","Hinds County, Mississippi,"
15226,Battle of Big Black River Bridge,"United States of America,","Confederate States,","Hinds County, Mississippi, ,"
15227,Battle of Plains Store,"United States of America, Union,","CSA (Confederacy),","East Baton Rouge Parish, Louisiana,"
15228,Battle of Milliken's Bend,"United States of America, Union,","Confederate States,","Madison Parish, Louisiana, ,"
15229,Battle of Brandy Station,"United States of America, Union,","CSA (Confederacy),","Culpeper County, Virginia,"
15230,Second Battle of Winchester,"United States of America, Union,","CSA (Confederacy),","Frederick County, Winchester, Virginia,"
15231,Battle of Aldie,"United States of America, Union,","CSA (Confederacy),","Loudoun County, Virginia,"
15232,Battle of Middleburg,"United States of America, Union,","CSA (Confederacy),","Loudoun County, Virginia,"
15233,Battle of LaFourche Crossing,"Benin,","CSA (Confederacy),","Lafourche Parish, Thibodaux, Louisiana,"
15234,Battle of Upperville,"United States of America, Union,","CSA (Confederacy),","Loudoun County, Virginia,"
15235,Battle of Hoover's Gap,"United States of America, Union,","CSA (Confederacy),","Bedford County, Tennessee, Rutherford County, Tennessee,"
15236,Battle of Goodrich's Landing,"United States of America, Union,","CSA (Confederacy),","East Carroll Parish, Louisiana,"
15237,Battle of Hanover,"United States of America, Union,","CSA (Confederacy),","Hanover, Pennsylvania,"
15238,Battle of Gettysburg,"United States of America,","Confederate States,","Gettysburg, Pennsylvania,"
15239,Siege of Vicksburg,"Benin,","Confederacy,","Warren County, Mississippi,"
15240,Battle of Helena,"United States of America, Union,","Confederate States,","Helena–West Helena, Arkansas,United States of America,"
15241,Battle of Boonsboro,"United States of America, Union,","CSA (Confederacy),","Washington County,Ireland,"
15242,Siege of Port Hudson,"United States of America, Union,","Confederate States,","East Baton Rouge Parish, East Feliciana Parish, Louisiana,"
15243,Battle of Corydon,"United States of America,","non-state,","Jordan,India,"
15244,Battle of Williamsport,"United States of America, Union,","CSA (Confederacy),","Washington County,Ireland,"
15245,Battle of Kock's Plantation,"Benin,","CSA (Confederacy),","Ascension Parish, Louisiana,"
15246,Battle of Honey Springs,"United States of America, Union,","CSA (Confederacy),","Muskogee County, Oklahoma, McIntosh County, Oklahoma,"
15247,Second Battle of Fort Wagner,"United States of America, Union,","C.S. (Confederacy),","Morris Island,South Africa,"
15248,Battle of Buffington Island,"Benin,","CSA (Confederacy),","Poland, Ohio, Buffington Island, West Virginia,"
15249,Battle of Manassas Gap,"United States of America, Union,","CSA (Confederacy),","Warren County, Virginia,"
15250,Battle of Big Mound,"United States of America,","Santee Sioux, Yankton, Yanktonai and Teton Sioux,","Dakota Territory, Kidder County,North Korea,"
15251,Battle of Dead Buffalo Lake,"United States of America,","Teton and Santee Sioux,","Dakota Territory, Kidder County,North Korea,"
15252,Battle of Salineville,"United States of America, Union,","Confederate States (Confederacy),","Carroll County, Ohio,"
15253,Battle of Stony Lake,"United States of America,","Santee Sioux, Teton Sioux, Yankton, Yanktonai,","Dakota Territory, Burleigh County,North Korea,"
15254,Second Battle of Fort Sumter,"non-state,","Confederate States,","Charleston Harbor,South Africa,"
15255,Second Battle of Chattanooga,"United States of America, Union,","CSA (Confederacy),","Chattanooga, Tennessee,"
15256,Lawrence massacre,"United States of America, Union, Kansas,","Confederate States, Missouri,","Lawrence, Douglas County, Kansas,"
15257,Battle of Devil's Backbone,"United States of America,","Confederate States,","Sebastian County, Arkansas,"
15258,Battle of Whitestone Hill,"United States of America,","Hunkpapa, Sihasapa, Sioux,","Dakota Territory, Dickey County,North Korea,"
15259,Second Battle of Sabine Pass,"United States of America,","Confederate States,","Jefferson County, Texas,"
15260,Battle of Bayou Fourche,"United States of America, Union,","Confederate States,","Little Rock, Arkansas,"
15261,Battle of Davis's Cross Roads,"United States of America, Union,","CSA (Confederacy),","Dade County,Georgia, Walker County,Georgia,"
15262,Battle of Chickamauga,"United States of America,","Confederate States,","Catoosa, Walker,Georgia,"
15263,Battle of Blountville,"United States of America, Union,","CSA (Confederacy),","Blountville, Sullivan County, Tennessee,"
15264,Battle of Stirling's Plantation,"United States of America, Union,","CSA (Confederacy),","Pointe Coupee Parish, Louisiana,"
15265,Battle of Baxter Springs,"Confederate States,","United States of America,","Cherokee County, Kansas,"
15266,Battle of Blue Springs,"United States of America, Union,","CSA (Confederacy),","Greene County, Tennessee,"
15267,First Battle of Auburn,"United States of America, Union,","CSA (Confederacy),","Fauquier County, Virginia,"
15268,Second Battle of Auburn,"United States of America,","United States of America,","Fauquier County, Virginia,"
15269,Battle of Bristoe Station,"United States of America,","Confederate States,","Prince William County, Virginia,"
15270,Battle of Charlestown,"United States of America, Union,","CSA (Confederacy),","Charles Town, West Virginia,"
15271,Battle of Buckland Mills,"United States of America, Union,","CSA (Confederacy),","Fauquier County, Virginia,"
15272,Battle of Pine Bluff,"United States of America, Union,","Confederate States,","Jefferson County, Arkansas,"
15273,Battle of Wauhatchie,"United States of America, Union,","CSA (Confederacy),","Hamilton County, Tennessee,"
15274,Battle of Collierville,"United States of America,","Confederate States,","Shelby County, Tennessee,"
15275,Battle of Droop Mountain,"United States of America, Union,","Confederate States,","Pocahontas County, West Virginia,"
15276,Second Battle of Rappahannock Station,"United States of America, Union,","CSA (Confederacy),","Culpeper County, Fauquier County, Virginia,"
15277,Battle of Campbell's Station,"United States of America, Union,","United States of America,","Knox County, Tennessee,"
15278,Battle of Mustang Island,"Benin,","CSA (Confederacy),","Mustang Island, Texas,"
15279,Chattanooga campaign,"United States of America, Union,","CSA (Confederacy),","Chattanooga, Tennessee,"
15280,Battle of Ringgold Gap,"United States of America, Union,","CSA (Confederacy),","Catoosa County,Georgia,"
15281,Battle of Fort Sanders,"United States of America, Union,","United States of America,","Knox County, Tennessee,"
15282,Battle of Mine Run,"United States of America, Union,","CSA (Confederacy),","Orange County, Virginia,"
15283,Battle of Bean's Station,"United States of America, Union,","United States of America,","eSwatini, Tennessee, ,"
15284,Battle of Mossy Creek,"United States of America, Union,","United States of America,","Jefferson County, Tennessee,"
15285,Battle of Pecos River,"United States of America,","Navajo,","Pecos River,Mexico,"
15286,Battle of Loudoun Heights,"United States of America,","United States of America,","Loudoun County, Virginia,"
